№ п/п,№ плавки,№ ручья,№ НЛЗ,"Ромбичность, мм",max,min,Δ
602,12004147,3,12004147305,6,151,150,1
603,12004147,4,12004147405,5,152,151,1
604,12004147,5,12004147505,5,152,150,2
605,12004147,6,12004147605,6,150,149,1
606,12004152,1,12004152105,6,151,150,1
607,12004152,2,12004152205,3,152,151,1
608,12004152,3,12004152305,10,151,150,1
609,12004152,4,12004152405,9,152,151,1
610,12004152,5,12004152505,6,151,150,1
611,12004152,6,12004152605,8,151,150,1
612,12004157,1,12004157105,2,151,150,1
613,12004157,1,12004157105,2,151,150,1
614,12004157,2,12004157205,8,151,150,1
615,12004157,3,12004157305,10,152,150,2
616,12004157,4,12004157405,5,151,150,1
617,12004157,5,12004157505,10,152,150,2
618,12004157,6,12004157605,6,151,151,0
619,12004162,1,12004162105,1,151,150,1
620,12004162,1,12004162105,1,151,150,1
621,12004162,2,12004162205,7,151,150,1
622,12004162,3,12004162305,7,152,150,2
623,12004162,4,12004162405,10,151,150,1
624,12004162,6,12004162605,5,151,151,0
625,12004167,1,12004167105,1,151,151,0
626,12004167,1,12004167105,1,151,151,0
627,12004167,2,12004167205,7,151,149,2
628,12004167,3,12004167305,7,152,150,2
629,12004167,4,12004167405,4,151,150,1
630,12004167,6,12004167605,5,151,151,0
631,12004174,1,12004174105,2,151,150,1
632,12004174,1,12004174105,2,151,150,1
633,12004174,2,12004174205,6,151,150,1
634,12004174,3,12004174305,2,151,150,1
635,12004174,4,12004174405,8,152,150,2
636,12004174,6,12004174605,5,151,150,1
637,12004175,1,12004175105,6,182,180,2
638,12004175,2,12004175205,3,181,180,1
639,12004175,3,12004175305,4,182,180,2
640,12004175,4,12004175405,3,182,181,1
641,12004175,5,12004175505,3,181,180,1
642,12004175,6,12004175605,3,182,181,1
643,12004179,1,12004179105,4,181,180,1
644,12004179,2,12004179205,3,181,180,1
645,12004179,3,12004179305,9,182,180,2
646,12004179,4,12004179405,3,182,181,1
647,12004179,5,12004179505,4,182,180,2
648,12004179,6,12004179605,6,181,180,1
649,12004184,1,12004184105,4,182,181,1
650,12004184,2,12004184205,3,182,180,2
651,12004184,3,12004184305,5,181,180,1
652,12004184,4,12004184405,4,182,180,2
653,12004184,5,12004184505,3,181,180,1
654,12004184,6,12004184605,4,181,180,1
655,12004189,1,12004189105,5,181,180,1
656,12004189,2,12004189205,10,181,180,1
657,12004189,3,12004189305,9,181,181,0
658,12004189,4,12004189405,6,182,181,1
659,12004189,5,12004189505,4,181,181,0
660,12004189,6,12004189605,6,180,180,0
661,12004194,1,12004194105,4,180,179,1
662,12004194,2,12004194205,9,181,180,1
663,12004194,3,12004194305,10,181,181,0
664,12004194,4,12004194405,10,181,180,1
665,12004194,5,12004194505,7,181,180,1
666,12004194,6,12004194605,2,180,180,0
667,12004199,1,12004199105,1,181,180,1
668,12004199,2,12004199205,4,181,181,0
669,12004199,3,12004199305,10,180,179,1
670,12004199,4,12004199405,7,181,180,1
671,12004199,5,12004199505,3,180,180,0
672,12004199,6,12004199605,3,181,180,1
673,12004204,1,12004204105,4,182,180,2
674,12004204,2,12004204205,6,182,180,2
675,12004204,3,12004204305,10,182,179,3
676,12004204,5,12004204505,3,182,180,2
677,12004204,6,12004204605,1,181,180,1
678,12004209,1,12004209105,5,182,180,2
679,12004209,2,12004209205,10,182,180,2
680,12004209,3,12004209305,10,182,179,3
681,12004209,4,12004209402,2,181,180,1
682,12004209,5,12004209505,8,182,180,2
683,12004209,6,12004209605,4,182,180,2
684,12004215,1,12004215105,5,182,180,2
685,12004215,2,12004215205,7,182,180,2
686,12004215,3,12004215305,10,182,179,3
687,12004215,4,12004215405,10,182,179,3
688,12004215,5,12004215505,10,182,179,3
689,12004215,6,12004215605,6,182,180,2
690,12004219,1,12004219105,6,182,181,1
691,12004219,2,12004219205,6,182,180,2
692,12004219,3,12004219305,10,181,179,2
693,12004219,4,12004219405,8,182,179,3
694,12004219,5,12004219505,9,182,180,2
695,12004219,6,12004219605,6,181,180,1
696,12004224,1,12004224105,10,182,181,1
697,12004224,2,12004224205,4,182,180,2
698,12004224,3,12004224305,10,181,181,0
699,12004224,4,12004224405,5,182,180,2
700,12004224,5,12004224505,5,182,180,2
701,12004224,6,12004224605,1,181,180,1
702,12004229,1,12004229105,10,181,181,0
703,12004229,2,12004229205,4,181,180,1
704,12004229,3,12004229305,9,181,181,0
705,12004229,4,12004229405,5,182,180,2
706,12004229,5,12004229505,4,182,180,2
707,12004229,6,12004229605,2,181,180,1
708,12004234,1,12004234105,8,180,180,0
709,12004234,2,12004234205,5,181,180,1
710,12004234,3,12004234305,3,180,179,1
711,12004234,4,12004234405,4,181,181,0
712,12004234,5,12004234505,3,181,180,1
713,12004234,6,12004234605,2,180,180,0
714,12004239,1,12004239105,7,181,180,1
715,12004239,2,12004239205,4,182,181,1
716,12004239,3,12004239305,4,181,180,1
717,12004239,4,12004239405,2,181,181,0
718,12004239,5,12004239505,5,181,180,1
719,12004239,6,12004239605,2,182,181,1
720,12004244,1,12004244105,6,182,182,0
721,12004244,2,12004244205,6,182,181,1
722,12004244,3,12004244305,7,181,181,0
723,12004244,4,12004244405,2,181,180,1
724,12004244,5,12004244505,3,180,180,0
725,12004244,6,12004244605,8,181,181,0
726,12004249,1,12004249105,10,181,181,0
727,12004249,2,12004249205,4,182,182,0
728,12004249,3,12004249305,10,181,180,1
729,12004249,4,12004249405,3,181,181,0
730,12004249,5,12004249505,3,182,181,1
731,12004249,6,12004249605,3,182,181,1
732,12004254,1,12004254105,1,181,180,1
733,12004254,2,12004254205,0,182,180,2
734,12004254,3,12004254305,9,180,180,0
735,12004254,4,12004254405,7,182,182,0
736,12004254,5,12004254505,0,180,180,0
737,12004254,6,12004254605,4,181,181,0
738,12004259,1,12004259105,3,182,180,2
739,12004259,2,12004259205,1,181,180,1
740,12004259,3,12004259305,1,180,180,0
741,12004259,4,12004259405,6,182,182,0
742,12004259,5,12004259505,2,181,181,0
743,12004259,6,12004259605,4,180,180,0
744,12004265,1,12004265105,9,180,180,0
745,12004265,2,12004265205,2,182,180,2
746,12004265,3,12004265305,0,181,181,0
747,12004265,4,12004265405,4,181,180,1
748,12004265,5,12004265505,3,181,180,1
749,12004265,6,12004265605,3,180,180,0
750,12004266,1,12004266103,10,182,180,2
751,12004266,2,12004266205,4,182,181,1
752,12004266,3,12004266305,10,182,180,2
753,12004266,4,12004266405,10,182,180,2
754,12004266,5,12004266505,10,182,180,2
755,12004266,6,12004266605,3,181,180,1
756,12004270,1,12004270105,2,181,180,1
757,12004270,2,12004270205,4,182,181,1
758,12004270,3,12004270305,10,182,180,2
759,12004270,4,12004270405,7,182,181,1
760,12004270,5,12004270505,10,182,180,2
761,12004270,6,12004270605,5,182,181,1
762,12004275,1,12004275105,9,181,180,1
763,12004275,2,12004275205,2,182,181,1
764,12004275,3,12004275305,7,182,181,1
765,12004275,4,12004275405,5,182,181,1
766,12004275,5,12004275505,8,182,180,2
767,12004275,6,12004275605,7,181,180,1
768,12004280,1,12004280105,8,182,180,2
769,12004280,2,12004280205,10,182,181,1
770,12004280,3,12004280305,10,182,180,2
771,12004280,4,12004280405,4,181,180,1
772,12004280,5,12004280505,3,182,180,2
773,12004280,6,12004280605,6,181,180,1
774,12004285,1,12004285105,10,182,180,2
775,12004285,2,12004285205,5,182,181,1
776,12004285,3,12004285305,2,182,180,2
777,12004285,4,12004285405,7,181,180,1
778,12004285,5,12004285505,10,182,180,2
779,12004285,6,12004285605,2,181,180,1
780,12004290,1,12004290105,8,182,181,1
781,12004290,2,12004290205,10,182,180,2
782,12004290,3,12004290305,2,181,180,1
783,12004290,4,12004290405,8,181,180,1
784,12004290,5,12004290505,9,182,181,1
785,12004290,6,12004290605,2,181,180,1
786,12004295,1,12004295105,2,182,181,1
787,12004295,2,12004295205,10,182,180,2
788,12004295,3,12004295305,2,181,180,1
789,12004295,4,12004295405,7,181,180,1
790,12004295,5,12004295505,10,182,180,2
791,12004295,6,12004295605,3,181,180,1
792,12004302,1,12004302105,10,182,180,2
793,12004302,2,12004302205,10,180,180,0
794,12004302,3,12004302305,3,181,180,1
795,12004302,4,12004302405,10,181,181,0
796,12004302,5,12004302505,10,182,180,2
797,12004302,6,12004302605,5,180,180,0
798,12004303,1,12004303105,5,182,180,2
799,12004303,2,12004303205,10,180,180,0
800,12004303,3,12004303305,10,182,182,0
801,12004303,4,12004303405,10,181,181,0
802,12004303,5,12004303505,10,180,180,0
803,12004303,6,12004303605,2,182,180,2
804,12004307,1,12004307105,10,182,182,0
805,12004307,2,12004307205,8,180,180,0
806,12004307,3,12004307305,7,182,180,2
807,12004307,4,12004307405,10,180,180,0
808,12004307,5,12004307505,10,182,180,2
809,12004307,6,12004307605,2,182,180,2
810,12004312,1,12004312105,10,180,180,0
811,12004312,2,12004312205,10,180,180,0
812,12004312,3,12004312305,10,181,181,0
813,12004312,4,12004312405,10,182,180,2
814,12004312,5,12004312505,10,182,182,0
815,12004312,6,12004312605,0,182,181,1
816,12004317,1,12004317105,8,181,181,0
817,12004317,2,12004317205,10,182,181,1
818,12004317,3,12004317305,10,182,180,2
819,12004317,4,12004317405,10,181,180,1
820,12004317,5,12004317505,10,181,180,1
821,12004317,6,12004317605,10,180,180,0
822,12004321,1,12004321105,7,181,181,0
823,12004321,2,12004321205,10,181,180,1
824,12004321,3,12004321305,10,181,180,1
825,12004321,4,12004321405,10,182,180,2
826,12004321,5,12004321505,10,181,180,1
827,12004321,6,12004321605,5,180,179,1
828,12004322,1,12004322105,6,180,179,1
829,12004322,2,12004322205,2,180,180,0
830,12004322,3,12004322305,10,181,180,1
831,12004322,4,12004322405,10,180,179,1
832,12004322,5,12004322505,10,181,180,1
833,12004322,6,12004322605,6,180,180,0
834,12004326,1,12004326105,4,181,180,1
835,12004326,2,12004326205,10,180,180,0
836,12004326,3,12004326305,10,181,179,2
837,12004326,4,12004326405,10,180,180,0
838,12004326,5,12004326505,10,181,180,1
839,12004326,6,12004326605,3,180,179,1
840,12004331,1,12004331105,2,181,180,1
841,12004331,2,12004331205,10,181,181,0
842,12004331,3,12004331305,9,182,181,1
843,12004331,4,12004331405,6,181,180,1
844,12004331,5,12004331505,10,180,179,1
845,12004331,6,12004331605,10,180,180,0
846,12004336,1,12004336105,1,182,181,1
847,12004336,2,12004336205,10,182,180,2
848,12004336,3,12004336305,10,182,180,2
849,12004336,4,12004336405,1,182,181,1
850,12004336,5,12004336505,6,182,180,2
851,12004336,6,12004336605,8,182,180,2
852,12004341,1,12004341105,1,181,181,0
853,12004341,2,12004341205,10,182,180,2
854,12004341,3,12004341305,10,182,180,2
855,12004341,4,12004341405,6,182,180,2
856,12004341,5,12004341505,7,182,180,2
857,12004341,6,12004341605,7,182,181,1
858,12004346,1,12004346105,4,181,181,0
859,12004346,2,12004346205,1,181,181,0
860,12004346,3,12004346305,10,182,180,2
861,12004346,4,12004346405,3,181,181,0
862,12004346,5,12004346505,10,182,179,3
863,12004346,6,12004346605,3,181,181,0
864,12004351,1,12004351105,3,181,180,1
865,12004351,2,12004351205,10,180,180,0
866,12004351,3,12004351305,10,181,180,1
867,12004351,4,12004351405,7,182,181,1
868,12004351,5,12004351505,9,181,180,1
869,12004351,6,12004351605,0,180,180,0
870,12004355,1,12004355105,9,180,180,0
871,12004355,2,12004355205,10,181,180,1
872,12004355,3,12004355305,10,182,180,2
873,12004355,4,12004355405,9,181,180,1
874,12004355,5,12004355505,5,181,180,1
875,12004355,6,12004355605,9,180,180,0
876,12004356,1,12004356105,10,181,180,1
877,12004356,2,12004356205,5,180,180,0
878,12004356,3,12004356305,5,181,180,1
879,12004356,4,12004356405,10,182,181,1
880,12004356,5,12004356505,5,182,180,2
881,12004356,6,12004356605,7,180,180,0
882,12004360,1,12004360105,2,181,180,1
883,12004360,2,12004360205,2,180,180,0
884,12004360,3,12004360305,2,181,181,0
885,12004360,4,12004360405,7,181,180,1
886,12004360,5,12004360505,10,182,181,1
887,12004360,6,12004360605,2,182,181,1
888,12004365,1,12004365105,2,180,180,0
889,12004365,2,12004365205,3,181,180,1
890,12004365,3,12004365305,3,181,181,0
891,12004365,4,12004365405,5,181,180,1
892,12004365,5,12004365505,8,181,181,0
893,12004365,6,12004365605,2,181,180,1
894,12004370,1,12004370105,2,181,181,0
895,12004370,2,12004370205,8,182,181,1
896,12004370,3,12004370305,8,181,180,1
897,12004370,4,12004370405,3,181,181,0
898,12004370,5,12004370505,7,182,181,1
899,12004370,6,12004370605,3,181,181,0
900,12004375,1,12004375105,3,181,180,1
901,12004375,2,12004375205,4,182,180,2
902,12004375,3,12004375305,10,181,180,1
903,12004375,4,12004375405,3,182,180,2
904,12004375,5,12004375505,9,181,180,1
905,12004375,6,12004375605,5,182,181,1
906,12004380,1,12004380105,3,182,180,2
907,12004380,2,12004380205,8,181,180,1
908,12004380,3,12004380305,4,182,180,2
909,12004380,4,12004380405,3,181,180,1
910,12004380,5,12004380505,8,182,181,1
911,12004380,6,12004380605,4,181,180,1
912,12004385,1,12004385105,2,181,180,1
913,12004385,2,12004385205,5,182,181,1
914,12004385,3,12004385305,3,181,180,1
915,12004385,4,12004385405,4,182,180,2
916,12004385,5,12004385505,8,181,180,1
917,12004385,6,12004385605,3,182,180,2
918,12004390,1,12004390105,1,181,181,0
919,12004390,2,12004390205,0,181,180,1
920,12004390,3,12004390305,0,180,180,0
921,12004390,4,12004390405,1,181,181,0
922,12004390,5,12004390505,10,181,181,0
923,12004390,6,12004390605,2,182,181,1
924,12004395,1,12004395105,2,181,180,1
925,12004395,2,12004395205,2,180,180,0
926,12004395,3,12004395305,4,181,181,0
927,12004395,4,12004395405,5,181,180,1
928,12004395,5,12004395505,8,181,181,0
929,12004395,6,12004395605,1,182,180,2
930,12004399,1,12004399105,2,181,181,0
931,12004399,2,12004399205,2,181,180,1
932,12004399,3,12004399305,2,180,180,0
933,12004399,4,12004399405,2,181,181,0
934,12004399,5,12004399505,9,181,180,1
935,12004399,6,12004399605,0,181,180,1
936,12004400,1,12004400107,1,152,150,2
937,12004400,2,12004400207,4,151,150,1
938,12004400,3,12004400307,3,151,150,1
939,12004400,4,12004400407,6,150,150,0
940,12004400,5,12004400507,3,152,151,1
941,12004400,6,12004400607,5,151,150,1
942,12004404,1,12004404107,2,151,150,1
943,12004404,2,12004404207,5,151,151,0
944,12004404,3,12004404307,4,151,150,1
945,12004404,4,12004404407,8,152,151,1
946,12004404,5,12004404507,3,151,150,1
947,12004404,6,12004404607,4,151,150,1
948,12004409,1,12004409107,3,151,150,1
949,12004409,2,12004409207,2,151,151,0
950,12004409,3,12004409307,2,151,151,0
951,12004409,4,12004409407,10,152,150,2
952,12004409,5,12004409507,2,151,150,1
953,12004409,6,12004409607,3,151,151,0
954,12004414,1,12004414107,4,151,151,0
955,12004414,2,12004414207,2,151,150,1
956,12004414,3,12004414307,4,151,150,1
957,12004414,4,12004414407,10,152,151,1
958,12004414,5,12004414507,3,151,151,0
959,12004414,6,12004414607,3,151,150,1
960,12004419,1,12004419105,3,151,150,1
961,12004419,2,12004419205,5,152,150,2
962,12004419,3,12004419305,3,151,150,1
963,12004419,4,12004419405,5,152,151,1
964,12004419,5,12004419505,6,151,150,1
965,12004419,6,12004419605,3,151,150,1
966,12004424,1,12004424105,5,152,150,2
967,12004424,2,12004424205,3,151,150,1
968,12004424,3,12004424305,6,152,151,1
969,12004424,4,12004424405,5,152,150,2
970,12004424,5,12004424505,4,151,149,2
971,12004424,6,12004424605,3,151,150,1
972,12004429,1,12004429105,4,151,150,1
973,12004429,2,12004429205,4,152,150,2
974,12004429,3,12004429305,3,152,151,1
975,12004429,4,12004429405,9,151,150,1
976,12004429,5,12004429505,4,152,150,2
977,12004429,6,12004429605,3,151,150,1
978,12004434,1,12004434105,6,151,149,2
979,12004434,2,12004434205,5,150,150,0
980,12004434,3,12004434305,9,150,150,0
981,12004434,4,12004434405,4,150,149,1
982,12004434,5,12004434505,6,151,150,1
983,12004434,6,12004434605,2,151,150,1
984,12004439,1,12004439105,3,151,150,1
985,12004439,2,12004439205,2,150,149,1
986,12004439,3,12004439305,2,151,149,2
987,12004439,4,12004439405,9,150,150,0
988,12004439,5,12004439505,1,151,150,1
989,12004439,6,12004439605,3,151,151,0
990,12004443,1,12004443105,2,151,150,1
991,12004443,2,12004443205,2,152,151,1
992,12004443,3,12004443305,2,151,151,0
993,12004443,4,12004443405,6,152,151,1
994,12004443,5,12004443505,3,152,152,0
995,12004443,6,12004443605,2,152,151,1
996,12004444,1,12004444105,8,151,151,0
997,12004444,1,12004444105,8,151,151,0
998,12004444,2,12004444205,6,151,150,1
999,12004444,3,12004444305,8,151,151,0
1000,12004444,4,12004444405,9,150,150,0
1001,12004444,5,12004444505,3,151,149,2
1002,12004444,6,12004444605,5,151,150,1
1003,12004448,1,12004448107,2,151,150,1
1004,12004448,2,12004448207,5,151,150,1
1005,12004448,3,12004448307,8,151,151,0
1006,12004448,4,12004448407,8,152,150,2
1007,12004448,5,12004448507,2,150,149,1
1008,12004448,6,12004448607,1,151,150,1
1009,12004454,1,12004454105,1,151,151,0
1010,12004454,2,12004454205,1,151,151,0
1011,12004454,3,12004454305,3,151,150,1
1012,12004454,4,12004454405,6,151,150,1
1013,12004454,5,12004454505,5,151,150,1
1014,12004454,6,12004454605,4,151,150,1
1015,12004463,1,12004463105,6,151,150,1
1016,12004463,2,12004463205,1,151,151,0
1017,12004463,3,12004463305,4,151,150,1
1018,12004463,4,12004463405,12,151,150,1
1019,12004463,5,12004463505,4,151,150,1
1020,12004463,6,12004463605,7,151,150,1
1021,12004468,1,12004468105,1,151,150,1
1022,12004468,2,12004468205,6,151,151,0
1023,12004468,3,12004468305,4,151,150,1
1024,12004468,4,12004468405,10,152,150,2
1025,12004468,5,12004468505,5,151,151,0
1026,12004468,6,12004468605,2,151,150,1
1027,12004473,1,12004473105,3,151,150,1
1028,12004473,2,12004473205,1,151,150,1
1029,12004473,3,12004473305,3,151,150,1
1030,12004473,4,12004473405,8,151,150,1
1031,12004473,5,12004473505,3,151,150,1
1032,12004473,6,12004473605,5,151,150,1
1033,12004476,1,12004476105,2,151,150,1
1034,12004476,2,12004476205,2,151,150,1
1035,12004476,3,12004476305,4,151,150,1
1036,12004476,3,12004476305,4,151,150,1
1037,12004476,4,12004476405,10,151,151,0
1038,12004476,5,12004476505,3,151,150,1
1039,12004476,5,12004476505,3,151,150,1
1040,12004476,6,12004476605,4,151,150,1
1041,12004477,1,12004477105,5,181,181,0
1042,12004477,2,12004477205,10,181,180,1
1043,12004477,3,12004477305,1,180,180,0
1044,12004477,4,12004477405,6,181,181,0
1045,12004477,5,12004477505,10,181,180,1
1046,12004477,6,12004477605,7,181,180,1
1047,12004481,1,12004481105,3,181,180,1
1048,12004481,2,12004481205,10,181,181,0
1049,12004481,3,12004481305,8,182,181,1
1050,12004481,4,12004481405,10,181,181,0
1051,12004481,5,12004481505,10,182,181,1
1052,12004481,6,12004481605,2,181,180,1
1053,12004486,1,12004486105,1,182,181,1
1054,12004486,2,12004486205,2,181,180,1
1055,12004486,3,12004486305,5,181,180,1
1056,12004486,4,12004486405,20,181,181,0
1057,12004486,5,12004486505,10,182,181,1
1058,12004486,6,12004486605,3,181,181,0
1059,12004491,1,12004491105,3,181,180,1
1060,12004491,2,12004491205,9,182,181,1
1061,12004491,3,12004491305,5,181,181,0
1062,12004491,4,12004491405,10,181,180,1
1063,12004491,5,12004491505,10,182,181,1
1064,12004491,6,12004491605,2,181,181,0
1065,12004504,1,12004504105,4,181,180,1
1066,12004504,2,12004504205,9,182,180,2
1067,12004504,3,12004504305,9,182,180,2
1068,12004504,4,12004504405,4,182,181,1
1069,12004504,4,12004504405,4,182,181,1
1070,12004504,5,12004504505,9,181,181,0
1071,12004504,6,12004504605,6,182,181,1
1072,12004509,1,12004509105,2,182,180,2
1073,12004509,2,12004509205,9,182,181,1
1074,12004509,3,12004509305,3,182,180,2
1075,12004509,4,12004509405,6,181,180,1
1076,12004509,5,12004509505,9,182,181,1
1077,12004509,6,12004509605,5,182,180,2
1078,12004514,1,12004514104,4,181,180,1
1079,12004514,2,12004514204,10,182,180,2
1080,12004514,3,12004514304,10,182,180,2
1081,12004514,4,12004514404,4,181,181,0
1082,12004514,5,12004514504,8,181,180,1
1083,12004514,6,12004514605,3,181,181,0
1084,12004519,1,12004519105,1,181,180,1
1085,12004519,2,12004519205,10,182,180,2
1086,12004519,4,12004519405,5,181,181,0
1087,12004519,5,12004519505,10,181,180,1
1088,12004519,6,12004519605,6,182,181,1
